,text,target
38548,some of those can clog your pores and make shieyt worse,0
38549,the right side of my jaw has been killing for the past few days not sure why,0
38550,morning got a reaqlly bad tooth ache im terrified of the dentis need a doob before i go,0
38551,twitter is pretty much legal stalking and i like it even though i onlt have followers,0
38552,good morning tweeples i hope it is as bright and cheery as yesterday for you all even though i am still stuck in the office today,0
38553,twitter is alright i guess finally finished the most boring paper ever and missed out on a joyous holiday but im still not tired,0
38554,petting my baby kitty cat i have a major headache,0
38555,has to lose some weight,0
38556,tired but i hurt,0
38557,thx a lot to singer for the spoiler i m going to grub and go to sleep,0
38558,you got more follower get to introduce us,0
38559,ugh sorry,0
38560,oh i meant to stop by i just got focused on my paper and forgot,0
38561,this my rd london on both previous runs i got sun burned looks lie this time won t be any different,0
38562,i ate bags of chips today orange that s like net negative at least they were sunchips,0
38563,yeah have been planning on going all week work might be getting in the way though,0
38564,lol tinny i ve got glow in the dark stars on my bedroom ceiling rents house taking them down is a bitch i left them,0
38565,is very sad im tired of everything,0
38566,she s got a boil or a cyst on her face she s had the before but if it doesn t go down by tomorrow she s going in,0
38567,happy th anniversary game boy too bad i don t have mine anymore,0
38568,i missed so much these last two weeks had a huge web project to launch finally catching up so many missed tweets,0
38569,twitter is basically legal stalking and i like it even though i only have followers,0
38570,irl business as usual then nice weather is rotten perfect day to be in work i guess,0
38571,so far no specific questions have been answered not even who is in charge then only that the mods of tib are not,0
38572,i am at school btw why doesnt anyone tweet me,0
38573,is not looking forward to tomorrow,0
38574,is so sad she just finished her sbux water home water isnt the same,0
38575,chatting with my cousin and waiting for the rain to stop,0
38576,my starving tummy is craving for burgerking i haven t eat all day n now we re trapped in traffic thx god i hv a faithful driver my,0
38577,i have insomnia,0
38578,up late can t sleep,0
38579,getting headache again,0
38580,blechh ive come to the conclusion that i am sick yuckkay,0
38581,eating shapes school was gay i got spear tackled that hurt like hell it wasn t even on grass no more dancing,0
38582,uhhh awake at this hour to finish stupid homework and had the worst dream ever about michael,0
38583,cant sleep ughhhhhh,0
38584,jesus take the wheel ouuuch have a headache some dink punched me inthe forhead,0
38585,my poor lilli she s still feeling yukky they re keeping her overnight to monitor her and see if they can figure out the fever issue,0
38586,i hate you computer for blockin my imternet,0
38587,fighting a loosing battle with weight gain hopefully it s because i m loosing fat,0
38588,says my plurvana hangs in precarious balance,0
38589,educational video how to make a baby now they tell me,0
38590,good morning just off to the dentist on way to work,0
38591,mplstweets sad i won t be minneapolis at the end of the week on the other hand there,0
38592,about to go to sleep damn hours to sleep,0
38593,was up early to work soooo glad i did got lots done takin the pooch to the vet now for booster,0
38594,our little boy has his first taste of nursery today,0
38595,fuck my foot hurts,0
38596,in uni bright and early,0
38597,wishes for a new mp at least one that has a capacity of more than gb,0
38598,lol i was just gonna say you shouldnt have mentioned it now someone is gonna tell you who won lol,0
38599,well that was fail sigh imma go like do this the right way alone adios g nite,0
38600,ditto why do we suck journey,0
38601,hahahahahhaha dr hibert i miss the simpsons,0
38602,eyyy i m working so early,0
38603,painting your nails ten minutes before you re due to leave messy hands nails clothes,0
38604,awww lost a follower,0
38605,sport today ran k after school and now going for a walk ugh too much excercise,0
38606,i was like that too used to talk to everything and everybody then things changed anyways what are you up to today,0
38607,lots of my prev classmates are transferring schools i ll miss y all,0
38608,just missed the bus,0
38609,sighs i wonder when can i upload my website s design everyone s too busy to even integrate it in wordpress,0
38610,i m really hungry,0
38611,need to do english homework,0
38612,hopes she can find an outlett for all the love she has built up,0
38613,stupid bus timetable its so confusing,0
38614,good luck today with your radio thing can t listen to it at work because they all suck xxx,0
38615,spent the afternoon showing the junior how to work with powerpoint presentations styling ms office docs sucks,0
38616,my graphics tablet has gone completely awol lets hope a restart fixes it,0
38617,just walking to school for first day back,0
38618,there was a small bug sorry,0
38619,have a strange old lady lookin at me at the bus stop,0
38620,mine are baby blue they aren t real uggs i got them from peter alexander how s sara douglass reading going,0
38621,i need to quit drinking i got caught on film doing some sketchy shit,0
38622,i think i have broken my toe,0
38623,there s something that just feels wrong when an application platform from someone like linkedin offers apps,0
38624,going home leaving thestudioo tiredd,0
38625,i know i heard poor sookie,0
38626,goodnite realz migraine is in light sensitivity and nausea phase gonna take a nap and then finish my papers wish me luck,0
38627,aw man i hate when that happens hopefully the new one will b even better,0
